"","PopF","indivF","CSF"
"RSf18_1","RS","RSf18",47.5140809907996
"RSf18_2","RS","RSf18",41.919209253241
"RSf18_3","RS","RSf18",42.3832964211194
"RSf19_1","RS","RSf19",46.2788714886989
"RSf19_2","RS","RSf19",44.4947470578095
"RSf19_3","RS","RSf19",40.6530476813232
"RSf20_1","RS","RSf20",39.9985936982156
"RSf20_2","RS","RSf20",40.135787017077
"RSf20_3","RS","RSf20",41.52828046671
"RSf21_1","RS","RSf21",44.2530279386763
"RSf21_2","RS","RSf21",45.3053199647954
"RSf21_3","RS","RSf21",44.2402590276502
"RSf22_1","RS","RSf22",44.7801250057987
"RSf22_2","RS","RSf22",46.1793843960253
"RSf22_3","RS","RSf22",47.5517654118541
"RSf23_1","RS","RSf23",42.8843972736134
"RSf23_2","RS","RSf23",42.0712581682966
"RSf23_3","RS","RSf23",42.5671727205352
"RSf24_1","RS","RSf24",45.1199840967001
"RSf24_2","RS","RSf24",42.0250733357668
"RSf24_3","RS","RSf24",39.9009485367252
"RSf25_1","RS","RSf25",39.0645327521096
"RSf25_2","RS","RSf25",36.5956101438894
"RSf25_3","RS","RSf25",43.8739467262733
"RSf26_1","RS","RSf26",44.1399532596679
"RSf26_2","RS","RSf26",39.1086462362348
"RSf26_3","RS","RSf26",41.9074076969972
"RSf27_1","RS","RSf27",41.9211343758569
"RSf27_2","RS","RSf27",40.9675976672032
"RSf27_3","RS","RSf27",38.7511933980613
"RSf28_1","RS","RSf28",40.8190960810978
"RSf28_2","RS","RSf28",40.4482858286742
"RSf28_3","RS","RSf28",39.8968443352749
"RSf29_1","RS","RSf29",42.3234380689506
"RSf29_2","RS","RSf29",42.2687722824889
"RSf29_3","RS","RSf29",39.8810940957272
"RSf30_1","RS","RSf30",43.598219268924
"RSf30_2","RS","RSf30",37.0851048406795
"RSf30_3","RS","RSf30",44.3991313481064
"TVf01_1","TV","TVf01",45.1577438289597
"TVf01_2","TV","TVf01",44.2841446407522
"TVf01_3","TV","TVf01",45.7523316096771
"TVf02_1","TV","TVf02",41.7386698560975
"TVf02_2","TV","TVf02",38.7317361377548
"TVf02_3","TV","TVf02",44.7338942152378
"TVf03_1","TV","TVf03",40.5383038932549
"TVf03_2","TV","TVf03",40.6123961585855
"TVf03_3","TV","TVf03",41.216110410496
"TVf04_1","TV","TVf04",41.8429142617153
"TVf04_2","TV","TVf04",42.8436774541403
"TVf04_3","TV","TVf04",38.4628469172668
"TVf05_1","TV","TVf05",43.3384314787248
"TVf05_2","TV","TVf05",45.1036238644491
"TVf05_3","TV","TVf05",42.9175185399026
"TVf06_1","TV","TVf06",41.1770940336549
"TVf06_2","TV","TVf06",36.2700131317291
"TVf06_3","TV","TVf06",39.0545213786799
"TVf07_1","TV","TVf07",40.5046524647909
"TVf07_2","TV","TVf07",46.3854775812511
"TVf07_3","TV","TVf07",45.4047882724357
"TVf08_1","TV","TVf08",42.1168497002319
"TVf08_2","TV","TVf08",42.0323398501688
"TVf08_3","TV","TVf08",42.0608399683626
"TVf09_1","TV","TVf09",39.674173534865
"TVf09_2","TV","TVf09",40.7983303117695
"TVf09_3","TV","TVf09",44.9485296046553
"TVf10_1","TV","TVf10",37.8376532903792
"TVf10_2","TV","TVf10",39.988054470598
"TVf10_3","TV","TVf10",42.0334193479662
"TVf11_1","TV","TVf11",39.2182791749392
"TVf11_2","TV","TVf11",43.4819779082629
"TVf11_3","TV","TVf11",45.9591478063451
"TVf12_1","TV","TVf12",43.2049958663755
"TVf12_2","TV","TVf12",41.6384173646394
"TVf12_3","TV","TVf12",43.0828788465215
"TVf13_1","TV","TVf13",40.495180733358
"TVf13_2","TV","TVf13",42.1791333014027
"TVf13_3","TV","TVf13",40.9782946053342
"TVf14_1","TV","TVf14",33.1951015005925
"TVf14_2","TV","TVf14",33.0506319478009
"TVf14_3","TV","TVf14",36.520242916486
"TVf15_1","TV","TVf15",41.1552519341612
"TVf15_2","TV","TVf15",35.8859460945566
"TVf15_3","TV","TVf15",39.9818258520946
"TVf16_1","TV","TVf16",40.9369130527745
"TVf16_2","TV","TVf16",35.9382197672189
"TVf16_3","TV","TVf16",40.4116810841543
"TVf17_1","TV","TVf17",43.2073792035958
"TVf17_2","TV","TVf17",45.0533325104566
"TVf17_3","TV","TVf17",41.6684034304298
"TVf18_1","TV","TVf18",39.5409403928977
"TVf18_2","TV","TVf18",43.4156670923876
"TVf18_3","TV","TVf18",45.5099705653104
"TVf19_1","TV","TVf19",41.3632030289723
"TVf19_2","TV","TVf19",41.2699226292135
"TVf19_3","TV","TVf19",44.5651558192492
"TVf20_1","TV","TVf20",43.5687123599125
"TVf20_2","TV","TVf20",41.0090997154773
"TVf20_3","TV","TVf20",45.591245510358
"TVf21_1","TV","TVf21",41.1644490942368
"TVf21_2","TV","TVf21",42.4090562893442
"TVf21_3","TV","TVf21",45.2360894521314
"TVf22_1","TV","TVf22",35.856235842494
"TVf22_2","TV","TVf22",32.6321284257504
"TVf22_3","TV","TVf22",38.7990700886835
"TVf23_1","TV","TVf23",38.3563090180257
"TVf23_2","TV","TVf23",40.7397141362648
"TVf23_3","TV","TVf23",39.9523100707733
"TVf24_1","TV","TVf24",41.344406108002
"TVf24_2","TV","TVf24",34.2752766866276
"TVf24_3","TV","TVf24",41.9342204060259
"TVf25_1","TV","TVf25",35.0588927105895
"TVf25_2","TV","TVf25",40.2969211378846
"TVf25_3","TV","TVf25",40.4739862028747
"TVf26_1","TV","TVf26",42.5809262654455
"TVf26_2","TV","TVf26",34.0573798879944
"TVf26_3","TV","TVf26",43.2822363718524
"TVf27_1","TV","TVf27",43.0776917347858
"TVf27_2","TV","TVf27",38.9423781613143
"TVf27_3","TV","TVf27",39.957868620042
"TVf28_1","TV","TVf28",42.2696393948691
"TVf28_2","TV","TVf28",42.9970262127722
"TVf28_3","TV","TVf28",43.513605394422
"TVf29_1","TV","TVf29",40.237237012631
"TVf29_2","TV","TVf29",43.3152187195889
"TVf29_3","TV","TVf29",40.0411957970133
"TVf30_1","TV","TVf30",45.8548625313332
"TVf30_2","TV","TVf30",44.128087186389
"TVf30_3","TV","TVf30",37.7550648238717
