Id	class	plant	Centroid_Size	Log_Centroid_Size	Symm1	Symm2	Symm3	Symm4	Symm5	Symm6	Symm7	Symm8	Symm9	Symm10	Symm11	Symm12	Symm13	Symm14	Symm15	Symm16	Symm17	Symm18	Symm19	Symm20	Symm21	Symm22	Symm23	Symm24	Symm25	Symm26
51	Hib	51	28.755272111997527	3.358627153071513	-0.4022060741704949	0.0618873018415414	-0.4022060741704949	-0.0618873018415414	-0.3074247435665082	0.0	-0.0778511943692392	0.05561003190021967	-0.0778511943692392	-0.05561003190021966	-0.028143964939067692	0.11446361814500033	-0.028143964939067692	-0.11446361814500033	-0.019307756694624985	0.0456525715534811	-0.019307756694624985	-0.0456525715534811	0.23195539965487744	0.0	0.28188888181963623	0.08962348049618254	0.28188888181963623	-0.08962348049618253	0.5667095606192121	0.0
52	Pen	52	16.20635943453899	2.785288599664954	-0.43787871194520334	0.08562776073364067	-0.43787871194520334	-0.08562776073364067	-0.33584249025385343	0.0	-0.09873333755199847	0.08015948361339184	-0.09873333755199848	-0.08015948361339184	0.1689848797369488	0.15852027995624254	0.1689848797369488	-0.15852027995624254	-0.050576785131840815	0.055856155379904446	-0.050576785131840815	-0.055856155379904446	0.2627477819356964	0.0	0.23903172898585373	0.08925337429463402	0.23903172898585373	-0.08925337429463402	0.4314391601306373	0.0
53	Pen	53	17.506265592714072	2.862503080086402	-0.43194334287583147	0.10148173950954001	-0.43194334287583147	-0.10148173950954002	-0.35492816527538384	0.0	-0.1088302627884308	0.06011876673820868	-0.1088302627884308	-0.06011876673820869	0.19108195428550667	0.14512501863134364	0.19108195428550667	-0.14512501863134364	-0.053610180770419846	0.04805090355484279	-0.053610180770419846	-0.04805090355484279	0.2508555334782643	0.0	0.2359104387480665	0.07375159524618605	0.2359104387480665	-0.07375159524618605	0.4388554185993372	0.0
54	Pen	54	15.332109121697425	2.729373261899306	-0.43478017389010615	0.09835114401744333	-0.43478017389010615	-0.09835114401744333	-0.32383126066973994	0.0	-0.09942392483504615	0.06577778237423479	-0.09942392483504615	-0.06577778237423479	0.13066870607817158	0.2017449254973572	0.13066870607817158	-0.2017449254973572	-0.038290318849742204	0.05427161411840926	-0.038290318849742204	-0.05427161411840926	0.2964673593144491	0.0	0.246381935323862	0.0691666604666575	0.24638193532386202	-0.0691666604666575	0.4182514537010129	0.0
55	Lax	55	42.613510420758104	3.7517760020874835	-0.33297487470057496	0.05156839556323417	-0.33297487470057496	-0.051568395563234164	-0.2827340612751834	0.0	-0.11591958880905094	0.03819453378923987	-0.11591958880905094	-0.03819453378923987	-0.019700899626974286	0.10027137340499886	-0.01970089962697429	-0.10027137340499886	-0.07805661672731194	0.03523464799767259	-0.07805661672731196	-0.03523464799767259	0.14513276723528937	0.0	0.25623510820907724	0.09674574871726735	0.25623510820907724	-0.09674574871726736	0.718435037349564	0.0
56	Lax	56	49.63247948068843	3.903687926223168	-0.3211949064665839	0.048015975765893684	-0.32119490646658383	-0.048015975765893684	-0.26404702397468205	0.0	-0.12805975194059002	0.036662862479805255	-0.12805975194059002	-0.036662862479805255	0.02183038555924944	0.1207555287111867	0.02183038555924944	-0.1207555287111867	-0.09463096746039515	0.032423212896015643	-0.09463096746039515	-0.032423212896015643	0.11611659608770977	0.0	0.20961964421618834	0.09391763480724083	0.20961964421618834	-0.09391763480724083	0.7728016200712348	0.0
57	Pen	57	16.497747765205663	2.803136668540846	-0.44391882758028717	0.09641109642445539	-0.44391882758028717	-0.09641109642445538	-0.34037048635454714	0.0	-0.09385089544302211	0.05513836557621656	-0.09385089544302211	-0.05513836557621656	0.13723646960616098	0.15744366812598581	0.13723646960616098	-0.1574436681259858	-0.031493314082476326	0.05149856841840809	-0.031493314082476326	-0.05149856841840809	0.2901971420746417	0.0	0.2431179717064662	0.07117860459733583	0.2431179717064662	-0.07117860459733583	0.4279905358662222	0.0
58	Pen	58	17.15429022986757	2.8421146374848085	-0.45236745745531276	0.08190845638415561	-0.45236745745531276	-0.08190845638415561	-0.3474262363829715	0.0	-0.07488944442333337	0.05793103661406747	-0.07488944442333337	-0.05793103661406747	0.11068665493651889	0.15688387441925894	0.11068665493651886	-0.15688387441925897	-0.016740100885212276	0.04921982508683678	-0.016740100885212272	-0.04921982508683678	0.2852026258736168	0.0	0.2524348673907747	0.07840118020363462	0.2524348673907747	-0.07840118020363462	0.4239745713824842	0.0
59	Lax	59	50.67678430084993	3.925338276282644	-0.3397469973541253	0.046660400316245784	-0.33974699735412534	-0.04666040031624578	-0.2775969653856958	0.0	-0.11756069676804544	0.039184743708895894	-0.11756069676804545	-0.039184743708895894	0.015152260073191818	0.12062344972767229	0.015152260073191814	-0.12062344972767229	-0.06478201249980367	0.03402655358824217	-0.06478201249980367	-0.03402655358824217	0.10460038208394867	0.0	0.23177819845909528	0.13392422662898257	0.23177819845909525	-0.13392422662898257	0.7233150794811214	0.0
60	Pen	60	16.32808041456654	2.792886350444371	-0.44244478646619634	0.09760449913537617	-0.44244478646619634	-0.09760449913537617	-0.35457875870544786	0.0	-0.0892727050307161	0.05911572633211451	-0.0892727050307161	-0.05911572633211452	0.16653308450025342	0.1538986029293814	0.16653308450025342	-0.1538986029293814	-0.043255804404931084	0.05006866454544613	-0.043255804404931084	-0.05006866454544613	0.27887961785202897	0.0	0.23226461800535328	0.07590419508537219	0.23226461800535328	-0.07590419508537219	0.4280503276458925	0.0
61	Pen	61	15.983648122033443	2.7714860680114244	-0.44014959533388903	0.08036488256507444	-0.4401495953338891	-0.08036488256507444	-0.33329373145689856	0.0	-0.07805369823273596	0.06066202750372459	-0.07805369823273597	-0.06066202750372459	0.05383586766269686	0.17620119279660978	0.05383586766269686	-0.17620119279660978	-0.010772474893444742	0.056983821216460145	-0.010772474893444742	-0.056983821216460145	0.32129901598588406	0.0	0.26912181693063775	0.07439752570805863	0.26912181693063775	-0.07439752570805865	0.4240308832044849	0.0
62	Hib	62	20.923007976947297	3.040751742690058	-0.4134830883522395	0.07635139230838117	-0.41348308835223957	-0.07635139230838117	-0.3350967046430727	0.0	-0.11191676767536952	0.05971424023895259	-0.11191676767536954	-0.05971424023895259	0.15000336144290072	0.16874802998844268	0.15000336144290072	-0.16874802998844268	-0.06425599839552942	0.04364411686904138	-0.06425599839552942	-0.04364411686904138	0.24465266455635037	0.0	0.25049602157122947	0.06786716750057228	0.25049602157122947	-0.06786716750057228	0.46875698290473905	0.0
63	Pen	63	16.328108575470953	2.7923963096610627	-0.43143913388201693	0.09750421798616374	-0.43143913388201693	-0.09750421798616374	-0.3421365310198505	0.0	-0.09885441617610687	0.06606824101164277	-0.09885441617610687	-0.06606824101164277	0.14796722810126792	0.16826109088956262	0.14796722810126794	-0.16826109088956262	-0.047823255641488135	0.04920017749618358	-0.047823255641488135	-0.04920017749618358	0.26132295469069466	0.0	0.2570229392418853	0.07393686118259334	0.2570229392418853	-0.07393686118259335	0.42706685304207337	0.0
64	Lax	64	44.729542842147595	3.8000077914740595	-0.3247240317803925	0.054438204533447415	-0.32472403178039244	-0.054438204533447415	-0.26903469179203443	0.0	-0.1082875853742602	0.041101938966341005	-0.1082875853742602	-0.041101938966341005	-0.0373319971311016	0.12289155919404299	-0.0373319971311016	-0.12289155919404299	-0.06705341034026913	0.03656289615180902	-0.06705341034026913	-0.03656289615180902	0.14813313330864453	0.0	0.21306722216574914	0.10492318337029677	0.21306722216574914	-0.10492318337029677	0.7695611634039383	0.0
65	Pen	65	17.25130989421109	2.8478566142254658	-0.44924206453466914	0.10110132006597848	-0.44924206453466914	-0.10110132006597848	-0.3454446834870749	0.0	-0.1194274633726352	0.06567102707351766	-0.11942746337263521	-0.06567102707351766	0.2404371595917337	0.1516782250392501	0.24043715959173367	-0.1516782250392501	-0.05790125608672188	0.05552517501249872	-0.05790125608672188	-0.05552517501249871	0.2578146180906349	0.0	0.22908235513864816	0.07202602392082053	0.2290823551386482	-0.07202602392082053	0.40173260392372867	0.0
67	Lax	67	47.77889734093639	3.866361955470724	-0.3249943602525443	0.04970511530229875	-0.3249943602525443	-0.04970511530229876	-0.2532476069574009	0.0	-0.120138758884126	0.038743811631510944	-0.120138758884126	-0.038743811631510944	-0.030121597033921223	0.14838876611721852	-0.030121597033921223	-0.14838876611721852	-0.07667293913916305	0.03545504651259544	-0.07667293913916307	-0.03545504651259544	0.14614154972139312	0.0	0.23475289805747493	0.10036635305508015	0.23475289805747493	-0.10036635305508015	0.7414555717405668	0.0
